Elapsed,vanilla,akismet,cf7,ai1seo,wpseo,jetpack,xml,nextgen,importer,woocommerce,analytics
0.2,2.1577380952381,0.29717682020802,0,0,0,0,1.5384615384615,0,0.73909830007391,0,0
0.3,3.2738095238095,4.8291233283804,3.125,4.6028210838901,2.5964391691395,3.6431226765799,3.5897435897436,0,4.4345898004435,0,4.3768545994065
0.4,0.9672619047619,0.22288261515602,2.0833333333333,0.74239049740163,2.5964391691395,1.5613382899628,0.14652014652015,0,0.51736881005174,0.073475385745775,0.89020771513353
0.5,2.9761904761905,2.2288261515602,0.14880952380952,0.89086859688196,0.51928783382789,0.22304832713755,2.7838827838828,0.82335329341317,3.6215816703622,4.0411462160176,0.96439169139466
0.6,8.8541666666667,11.144130757801,6.6964285714286,6.6815144766147,0.96439169139466,2.5278810408922,10.915750915751,3.1437125748503,10.49519586105,0.95518001469508,8.9762611275964
0.7,10.119047619048,10.772659732541,8.7053571428571,9.7253155159614,8.4569732937685,7.8066914498141,11.428571428571,1.1976047904192,11.012564671101,1.0286554004409,8.0860534124629
0.8,17.03869047619,17.013372956909,13.318452380952,13.58574610245,7.2700296735905,10.483271375465,16.776556776557,1.9461077844311,16.334072431633,2.0573108008817,16.913946587537
0.9,15.997023809524,14.413075780089,16.443452380952,15.590200445434,14.46587537092,13.531598513011,14.432234432234,6.811377245509,12.564671101256,11.82953710507,15.281899109792
1.0,12.574404761905,11.218424962853,11.383928571429,13.882702301411,16.320474777448,13.308550185874,11.868131868132,9.3562874251497,11.973392461197,7.9353416605437,12.314540059347
1.1,7.5892857142857,7.1322436849926,10.714285714286,8.7602078693393,11.275964391691,13.60594795539,7.3260073260073,12.799401197605,6.6518847006652,18.074944893461,10.459940652819
1.2,4.8363095238095,5.2005943536404,6.9940476190476,7.0527097253155,10.014836795252,8.5501858736059,4.2490842490842,13.547904191617,4.6563192904656,13.152094048494,5.3412462908012
1.3,2.4553571428571,3.8632986627043,4.0178571428571,4.6770601336303,6.973293768546,7.4349442379182,2.5641025641026,11.601796407186,3.030303030303,11.976487876561,3.6350148367953
1.4,1.7857142857143,2.2288261515602,2.9017857142857,2.5241276911656,3.7833827893175,3.5687732342007,2.4175824175824,8.8323353293413,2.8824833702882,8.6700955180015,2.3738872403561
1.5,2.0833333333333,2.0802377414562,2.9761904761905,2.3014105419451,2.8189910979228,3.0483271375465,2.1245421245421,6.1377245508982,2.2172949002217,4.1880969875092,2.1513353115727
1.6,1.6369047619048,1.9316493313522,2.4553571428571,2.6726057906459,3.3382789317507,1.9330855018587,1.6117216117216,4.5658682634731,1.8477457501848,3.4533431300514,2.4480712166172
1.7,1.264880952381,1.0401188707281,1.6369047619048,1.1135857461024,1.9287833827893,2.3048327137546,1.3186813186813,3.2934131736527,1.4781966001478,2.277736958119,1.186943620178
1.8,0.74404761904762,0.81723625557207,1.1160714285714,1.0393466963623,1.5578635014837,1.4869888475836,1.025641025641,2.7694610778443,0.8130081300813,2.6451138868479,0.89020771513353
1.9,0.37202380952381,0.59435364041605,0.81845238095238,0.51967334818114,0.96439169139466,0.66914498141264,0.36630036630037,2.9940119760479,0.44345898004435,1.7634092578986,0.51928783382789
2.0,0.52083333333333,0.29717682020802,0.37202380952381,0.74239049740163,0.44510385756677,1.0408921933086,0.29304029304029,1.8712574850299,0.14781966001478,1.5429831006613,0.29673590504451
2.1,0.14880952380952,0.14858841010401,0.52083333333333,0.29695619896065,0.37091988130564,0.37174721189591,0.29304029304029,1.122754491018,0.29563932002956,0.80822924320353,0.14836795252226
2.2,0.44642857142857,0.29717682020802,0.22321428571429,0.074239049740163,0.44510385756677,0.14869888475836,0.43956043956044,0.82335329341317,0.29563932002956,0.36737692872888,0.074183976261128
2.3,0.14880952380952,0.14858841010401,0.29761904761905,0.29695619896065,0.37091988130564,0.14869888475836,0.21978021978022,0.82335329341317,0.36954915003695,0.22042615723733,0.074183976261128
2.4,0,0,0.37202380952381,0.074239049740163,0.22255192878338,0.14869888475836,0.073260073260073,0.1497005988024,0.22172949002217,0.2939015429831,0.22255192878338
2.5,0.14880952380952,0.22288261515602,0,0.074239049740163,0.14836795252226,0.14869888475836,0.073260073260073,0.37425149700599,0.14781966001478,0.36737692872888,0.14836795252226
2.6+,1.860119047619,1.8573551263001,2.6785714285714,2.0786933927246,2.1513353115727,2.3048327137546,2.1245421245421,5.0149700598802,2.8085735402809,2.277736958119,2.2255192878338
